data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8696624,231,ETH7179,7179,18-Aug-21,2021,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Amhara Ethnic Militia (Ethiopia),1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,North Wello,Wadla,Gashena,11.6878,38.9232,2,Amhara Media Corporation,Subnational,"On 18 August 2021, the Ethiopian National Defense Force (ENDF), Amhara region special forces and Amhara militias clashed with Tigray Peoples Liberation Front (TPLF) in Gashena, Kebero Meda, Hamusittaking and Ahuntegegn, taking complete control of these areas. Locations coded to Gashena ( Wadla, North Wello, Amhara). No fatalities and/or injuries reported.",0,1639585490,ETH
8696625,231,ETH7182,7182,18-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Guna Begemider,Guna,11.7229,38.2326,2,Amhara Media Corporation,Subnational,"On 18 August 2021, Tigray Peoples Liberation Front (TPLF) clashed with the Ethiopian National Defense Force (ENDF), Amhara region special force and Amhara militias in Guna and Esete, coded to Guna (South Gondar, Amhara). No fatalities and/or injuries reported.",0,1639585490,ETH
8696626,231,ETH7178,7178,18-Aug-21,2021,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Amhara Ethnic Militia (Ethiopia),1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,North Wello,Wadla,Arbit,11.6717,38.8191,1,Amhara Media Corporation,Subnational,"On 18 August 2021, the Ethiopian National Defense Force (ENDF), Amhara region special forces and Amhara militias clashed with Tigray Peoples Liberation Front (TPLF) in Arbit (North Wello, Amhara), taking complete control of Arbit shortly after. No fatalities and/or injuries reported.",0,1639585490,ETH
8696627,231,ETH7180,7180,18-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Lay Gayint,Gayint,11.85,38.3667,2,Amhara Media Corporation,Subnational,"On 18 August 2021, Tigray Peoples Liberation Front (TPLF) clashed with the Ethiopian National Defense Force (ENDF), Amhara region special force and Amhara militias in Gayint and Ferta Kebele, coded to Gayint (South Gondar, Amhara). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696628,231,ETH7185,7185,18-Aug-21,2021,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Amhara Ethnic Militia (Ethiopia),1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,North Wello,Wadla,Kon,11.6073,38.9311,1,Amhara Media Corporation,Subnational,"On 18 August 2021, the Ethiopian National Defense Force (ENDF), Amhara region special forces and Amhara militias clashed with Tigray Peoples Liberation Front (TPLF) in Kon (Wadla, North Wello, Amhara), taking complete control of Kon shortly after. No fatalities and/or injuries reported.",0,1639585490,ETH
8696629,231,ETH7183,7183,18-Aug-21,2021,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Amhara Ethnic Militia (Ethiopia),1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,North Wello,Angot,Istayish,11.8392,39.1448,1,Amhara Media Corporation,Subnational,"On 18 August 2021, the Ethiopian National Defense Force (ENDF), Amhara region special forces and Amhara militias clashed with Tigray Peoples Liberation Front (TPLF) in Istayish (North Wello, Amhara), taking complete control of Istayish shortly after. No fatalities and/or injuries reported.",0,1639585490,ETH
8696630,231,ETH7249,7249,18-Aug-21,2021,2,Battles,Non-state actor overtakes territory,TPLF: Tigray People's Liberation Front,,2,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Lay Gayint,Gayint,11.85,38.3667,1,BBC News,International,"Around 18 August 2021 (week of), TPLF forces took control of Gayint (South Gondar, Amhara) after clashing with Amhara special forces and local militias in the area. No fatalities and/or injuries reported.",0,1639585490,ETH
8696631,231,ETH7251,7251,18-Aug-21,2021,2,Battles,Non-state actor overtakes territory,TPLF: Tigray People's Liberation Front,,2,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Lay Gayint,Sali,11.7209,38.3397,1,BBC News,International,"Around 18 August 2021 (week of), TPLF forces took control of Sali (South Gondar, Amhara) after clashing with Amhara special forces and local militias in the area. No fatalities and/or injuries reported.",0,1639585490,ETH
8696632,231,ETH7252,7252,18-Aug-21,2021,2,Battles,Non-state actor overtakes territory,TPLF: Tigray People's Liberation Front,,2,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Nefas Mewicha town,Nefas Mewcha,11.7333,38.4666,1,BBC News,International,"Around 18 August 2021 (week of), TPLF forces took control of Nefas Mewchaa (South Gondar, Amhara) after clashing with Amhara special forces and local militias in the area. No fatalities and/or injuries reported.",0,1639585490,ETH
8696633,231,ETH7250,7250,18-Aug-21,2021,2,Battles,Non-state actor overtakes territory,TPLF: Tigray People's Liberation Front,,2,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Lay Gayint,Gof Gof,11.7519,38.3922,1,BBC News,International,"Around 18 August 2021 (week of), TPLF forces took control of Gof Gof (South Gondar, Amhara) after clashing with Amhara special forces and local militias in the area. No fatalities and/or injuries reported.",0,1639585490,ETH
8696634,231,ETH7234,7234,18-Aug-21,2021,2,Violence against civilians,Attack,TPLF: Tigray People's Liberation Front,,2,Civilians (Ethiopia),,7,27,Eastern Africa,Ethiopia,Amhara,South Gondar,Nefas Mewicha town,Nefas Mewcha,11.7333,38.4666,1,BBC News,International,"Around 18 August 2021 (week of), TPLF forces shot and killed at least 20 people after taking control of the town of Nefas Mewcha (South Gondar, Amhara).",20,1639585490,ETH
8696635,231,ETH7248,7248,18-Aug-21,2021,2,Battles,Non-state actor overtakes territory,TPLF: Tigray People's Liberation Front,,2,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Guna Begemider,Guna,11.7229,38.2326,1,BBC News,International,"Around 18 August 2021 (week of), TPLF forces took control of Guna (South Gondar, Amhara) after clashing with Amhara special forces and local militias in the area. No fatalities and/or injuries reported.",0,1639585490,ETH
8696636,231,ETH7190,7190,18-Aug-21,2021,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Amhara Ethnic Militia (Ethiopia),1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,North Gondar,Addi Arekay,Zarima,13.3397,37.8818,1,ESAT,International,"On 18 August 2021, the Ethiopian National Defense Force (ENDF), Amhara region special forces and Amhara militias clashed with Tigray Peoples Liberation Front (TPLF) in Zarima (North Gondar, Amhara). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696637,231,ETH7188,7188,18-Aug-21,2021,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces; Amhara Ethnic Militia (Ethiopia),1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,Wag Hamra,Sekota town,Sekota,12.627,39.0343,1,ESAT,International,"On 18 August 2021, the Ethiopian National Defense Force (ENDF), Amhara region special force and Amhara militias clashed with Tigray Peoples Liberation Front (TPLF) in Sekota (Sekota town, Wag Hamra, Amhara). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696638,231,ETH7186,7186,18-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Tigray,North Western Tigray,May Tsebri town,May Tsemre,13.5614,38.1325,1,ESAT,International,"On 18 August 2021, Tigray Peoples Liberation Front (TPLF) forces clashed with Amhara region special forces and Amhara militias in May Tsemre (May Tsebri town, North Western Tigray, Tigray). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696639,231,ETH7184,7184,18-Aug-21,2021,1,Violence against civilians,Attack,TPLF: Tigray People's Liberation Front,,2,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia); Labour Group (Ethiopia),7,27,Eastern Africa,Ethiopia,Amhara,South Gondar,Guna Begemider,Kimir Dingay,11.8167,38.2167,1,ESAT,International,"On 18 August 2021, an Amhara owner of a restaurant killed ten Tigray Peoples Liberation Front (TPLF) members in Kimir Dingay in Guna Begemider (South Gondar, Amhara). He killed the TPLF members when they forced him to prepare food shortly after controlling the area.",10,1639585490,ETH
8696640,231,ETH7209,7209,18-Aug-21,2021,2,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Police Forces of Ethiopia (2018-) Afar Special Forces,Military Forces of Ethiopia (2018-),1,12,Eastern Africa,Ethiopia,Afar,Kilbati-Zone 2,Berahile,Berahle,13.8617,40.0216,2,Undisclosed Source,Local partner-Other,"Around 18 August 2021 (week of), continued clashes between the TPLF and Afar regional special forces, backed by ENDF forces, were reported in Ala kebele in Berahle woreda (Kilbati-Zone 2, Afar). No information on casualties.",0,1639585490,ETH
8696931,231,ETH7210,7210,18-Aug-21,2021,2,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Amhara Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,4,24,Eastern Africa,Ethiopia,Oromia,East Wellega,Kiremu,Kiremu,9.95,36.8667,2,Ethiopia Human Rights Commission; Reuters,Other-International,"Around 18 August 2021 (week of), clashes between Amhara militias and OLF-Shane forces continued in areas near Kiremu (East Wellega, Oromia), resulting in at least 60 fatalities. 4 of the fatalities were members of the Oromia regional special forces and according to some sources, civilians were also killed.",60,1639585879,ETH
8696932,231,ETH7235,7235,18-Aug-21,2021,1,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,27,Eastern Africa,Ethiopia,Oromia,East Wellega,Kiremu,Kiremu,9.95,36.8667,1,Reuters; Ethiopia Human Rights Commission,Other-International,"On 18 August 2021, OLF-Shane militants reportedly attacked ethnic Amhara settlements in Kiremu (East Wellega, Oromia), killing 150 people. Some sources reported a fatality count of more than 200 people, the conservative estimate coded.",150,1639585879,ETH
8758527,231,ETH7208,7208,18-Aug-21,2021,2,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Police Forces of Ethiopia (2018-) Afar Special Forces,Military Forces of Ethiopia (2018-),1,12,Eastern Africa,Ethiopia,Afar,Fanti-Zone 4,Yalo,Yalo,12.413,39.94,1,Undisclosed Source,Local partner-Other,"Around 18 August 2021 (week of), continued fighting between the TPLF and Afar regional special forces, backed by ENDF forces, was reported in Yalo Woreda (Fanti-Zone 4, Afar). No fatalities and/or injuries reported.",0,1641867758,ETH
8843413,231,ETH7181,7181,18-Aug-21,2021,2,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,12,Eastern Africa,Ethiopia,Oromia,West Guji,Gelana,Gelana,6.1334,37.8968,2,VOA,International,"Around 18 August 2021 (week of), OLF-Shane fighters clashed with Oromo regional special forces in areas near the 'Nech Sar national park' - coded to Gelana (West Guji, Oromia). Unspecified fatalities estimated as 3.",3,1645032563,ETH
8863046,231,ETH8134,8134,18-Aug-21,2021,1,Violence against civilians,Sexual violence,TPLF: Tigray People's Liberation Front,,3,Civilians (Ethiopia),Women (Ethiopia); Amhara Ethnic Group (Ethiopia),7,37,Eastern Africa,Ethiopia,Amhara,North Gondar,Dabat town,Dabat,12.981,37.762,2,Amnesty International,Other,"On 18 August 2021, seven members of TPLF raped a 57-year-old widow and ethnic Amhara in front of her two children at her house in Boza area. Location not founded, coded at Dabat (Dabat town, North Gondar, Amhara).",0,1646090678,ETH
9600228,231,ETH7187,7187,18-Aug-21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60,Eastern Africa,Ethiopia,Oromia,East Shewa,Adama town,Adama town,8.55,39.267,1,ESAT,International,"On 18 August 2021, a peaceful demonstration against Oromo Liberation Front (OLF)-Shane and the Tigray Peoples Liberation Front (TPLF) was held in Adama town ( Nazreth, East Shewa, Oromia). [size=no report]",0,1667259138,ETH
8696642,231,ETH7175,7175,17-Aug-21,2021,1,Battles,Armed clash,Police Forces of Ethiopia (2018-) Federal Police,Military Forces of Ethiopia (2018-),1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,North Wello,Kobo town,Kobo,12.15,39.6333,2,ESAT; Amhara Media Corporation,Subnational-International,"On 17 August 2021, the federal police force and the Ethiopian National Defense Force (ENDF) clashed with the Tigray Peoples Liberation Front (TPLF) forces in Arsema mountains near Kobo town (North Wello, Amhara), brieflycontrolling the mountains. Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696643,231,ETH7172,7172,17-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Amhara Ethnic Militia (Ethiopia),,4,24,Eastern Africa,Ethiopia,Amhara,South Gondar,Guna Begemider,Guna,11.7229,38.2326,1,ESAT,International,"On 17 August 2021, Tigray Peoples Liberation Front (TPLF) continued to clash with Amhara militias in Guna (South Gondar, Amhara). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696644,231,ETH7171,7171,17-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Lay Gayint,Gayint,11.85,38.3667,1,ESAT,International,"On 17 August 2021, Tigray Peoples Liberation Front (TPLF) forces clashed with Amhara region special forces and Amhara militias in Gayint (South Gondar, Amhara). No fatalities and/or injuries reported.",0,1639585490,ETH
8696645,231,ETH7173,7173,17-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Amhara Ethnic Militia (Ethiopia),,4,24,Eastern Africa,Ethiopia,Amhara,North Wello,Habru,Habru,11.6,39.7667,1,ESAT,International,"On 17 August 2021, Tigray Peoples Liberation Front (TPLF) forces continued to clash with Amhara militias in Habru (North Wello, Amhara). It is reported that 17 members of TPLF were killed due to this clash.",17,1639585490,ETH
8696646,231,ETH7177,7177,17-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Amhara Ethnic Militia (Ethiopia),Farmers (Ethiopia),4,24,Eastern Africa,Ethiopia,Amhara,North Wello,Woldiya town,Weldiya,11.8277,39.5916,2,ESAT,International,"On 17 August 2021, Tigray Peoples Liberation Front (TPLF) forces clashed with armed Amhara farmers in Arbu. Location not found, coded to Weldiya (Weldiya town, North Wello, Amhara). No fatalities and/or injuries reported.",0,1639585490,ETH
8696647,231,ETH7176,7176,17-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Amhara Ethnic Militia (Ethiopia),1,12,Eastern Africa,Ethiopia,Tigray,North Western Tigray,May Tsebri town,May Tsemre,13.5614,38.1325,1,ESAT,International,"On 17 August 2021, Tigray Peoples Liberation Front (TPLF) forces clashed with Amhara region special forces and Amhara militias in May Tsemre (May Tsebri town, North Western Tigray, Tigray). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8787818,231,ETH7174,7174,17-Aug-21,2021,2,Strategic developments,Arrests,Police Forces of Ethiopia (2018-) Benishangul-Gumuz Regional Special Forces,,1,BPLM: Benishangul People's Liberation Movement,,2,12,Eastern Africa,Ethiopia,Benshangul/Gumuz,Asosa,Kurmuk,Kirmuk,10.54,34.2892,1,Deutsche Welle,International,"Around 17 August 2021 (as reported), 32 members of the Benishagul People's Liberation Movement (BPDM) were arrested in Kirmuk town (Kirmuk, Asosa, Benishangul/Gumz) near the border with Sudan over having suspected links to TPLF militants.",0,1642455500,ETH
8696648,231,ETH7152,7152,16-Aug-21,2021,2,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,12,Eastern Africa,Ethiopia,Amhara,North Gondar,Addi Arekay,Addi Arkay,13.452,38.0626,1,ESAT,International,"Around 16 August 2021 (as reported), the Tigray Peoples Liberation Front (TPLF) forces clashed with the Ethiopian National Defense Force (ENDF) and Amhara regional special force in Addi Arkay (Addi Arekay, North Gondar, Amhara). No fatalities and/or injuries reported.",0,1639585490,ETH
8696649,231,ETH7157,7157,16-Aug-21,2021,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,North Wello,Wadla,Gashena,11.6878,38.9232,2,ESAT,International,"On 16 August 2021, the Ethiopian National Defense Force (ENDF) clashed with the Tigray Peoples Liberation Front (TPLF) forces in in Gashena and Kebero Meda. Location coded to Gashena (Wadla, North Wello, Amhara). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696650,231,ETH7168,7168,16-Aug-21,2021,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Lay Gayint,Sali,11.7209,38.3397,1,ESAT,International,"On 16 August 2021, the Ethiopian National Defense Force (ENDF) continued to clash with the Tigray Peoples Liberation Front (TPLF) forces in Sali (South Gondar, Amhara). ENDF attacked TPLF forces through an airstrike. No fatalities and/or injuries reported.",0,1639585490,ETH
8696651,231,ETH7162,7162,16-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Amhara Ethnic Militia (Ethiopia),,4,24,Eastern Africa,Ethiopia,Amhara,North Wello,Habru,Habru,11.6,39.7667,1,ESAT,International,"On 16 August 2021, Tigray Peoples Liberation Front (TPLF) forces clashed with Amhara militias in Habru (North Wello, Amhara). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696652,231,ETH7170,7170,16-Aug-21,2021,2,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,12,Eastern Africa,Ethiopia,Amhara,North Gondar,Addi Arekay,Zarima,13.3397,37.8818,1,ESAT,International,"Around 16 August 2021 (as reported), the Tigray Peoples Liberation Front (TPLF) forces clashed with the Ethiopian National Defense Force (ENDF) and Amhara regional special force in Zarima (North Gondar, Amhara). No fatalities and/or injuries reported.",0,1639585490,ETH
8696653,231,ETH7164,7164,16-Aug-21,2021,1,Battles,Government regains territory,TPLF: Tigray People's Liberation Front,,2,Amhara Ethnic Militia (Ethiopia),,4,24,Eastern Africa,Ethiopia,Amhara,East Gojam,Enebse Sarmder,Hagere Genet,10.8325,38.3293,1,ESAT,International,"On 16 August 2021, Tigray Peoples Liberation Front (TPLF) forces continued to clash with Amhara militias in Hagere Genet (East Gojam, Amhara). The government forces (Amhara militia) controlled Hagere Genet shortly after. No fatalities and/or injuries reported.",0,1639585490,ETH
8696654,231,ETH7165,7165,16-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Amhara Ethnic Militia (Ethiopia),,4,24,Eastern Africa,Ethiopia,Amhara,South Gondar,Fogera,Hagere Selam,11.876,37.7801,1,ESAT,International,"On 16 August 2021, Tigray Peoples Liberation Front (TPLF) forces clashed with Amhara militias in Hagere Selam (South Gondar, Amhara). No fatalities and/or injuries reported.",0,1639585490,ETH
8696655,231,ETH7161,7161,16-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Amhara Ethnic Militia (Ethiopia),,4,24,Eastern Africa,Ethiopia,Amhara,South Gondar,Guna Begemider,Guna,11.7229,38.2326,1,ESAT,International,"On 16 August 2021, Tigray Peoples Liberation Front (TPLF) continued to clash with Amhara militias in Guna (South Gondar, Amhara). No fatalities and/or injuries reported.",0,1639585490,ETH
8696656,231,ETH7167,7167,16-Aug-21,2021,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Nefas Mewicha town,Nefas Mewcha,11.7333,38.4666,1,ESAT,International,"On 16 August 2021, the Ethiopian National Defense Force (ENDF) clashed with the Tigray Peoples Liberation Front (TPLF) forces in Nefas Mewcha (South Gondar, Amhara). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696657,231,ETH7163,7163,16-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Amhara Ethnic Militia (Ethiopia),,4,24,Eastern Africa,Ethiopia,Amhara,East Gojam,Enebse Sarmder,Hagere Genet,10.8325,38.3293,2,ESAT,International,"On 16 August 2021, Tigray Peoples Liberation Front (TPLF) forces continued to clash with Amhara militias in Baso. Location not found, coded to Hagere Genet (East Gojam, Amhara). No fatalities and/or injuries reported.",0,1639585490,ETH
8696658,231,ETH7154,7154,16-Aug-21,2021,2,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,12,Eastern Africa,Ethiopia,Amhara,North Gondar,Addi Arekay,Ber Mariam,13.4007,38,2,ESAT,International,"Around 16 August 2021 (as reported), the Tigray Peoples Liberation Front (TPLF) forces clashed with the Ethiopian National Defense Force (ENDF) and Amhara regional special force in Ber Mariam and Chew Ber. Location coded to Ber Mariam (North Gondar, Amhara). No fatalities and/or injuries reported.",0,1639585490,ETH
8696659,231,ETH7159,7159,16-Aug-21,2021,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Lay Gayint,Gob Gob,11.7525,38.3909,1,ESAT,International,"On 16 August 2021, the Ethiopian National Defense Force (ENDF) continued to clash with the Tigray Peoples Liberation Front (TPLF) forces in Gob Gob (South Gondar, Amhara). ENDF attacked TPLF forces through an airstrike. No fatalities and/or injuries reported.",0,1639585490,ETH
8696660,231,ETH7166,7166,16-Aug-21,2021,1,Battles,Armed clash,TPLF: Tigray People's Liberation Front,,2,Amhara Ethnic Militia (Ethiopia),Farmers (Ethiopia),4,24,Eastern Africa,Ethiopia,Amhara,North Wello,Mersa town,Mersa,11.6656,39.6586,2,ESAT,International,"On 16 August 2021, Tigray Peoples Liberation Front (TPLF) forces clashed with Amhara militias and armed Amhara farmers in Sedoma Kebele, Harari Kebele, Sedofa Kebele, Tajema Kebele and Gilana Kebele around Mersa town (North Wello, Amhara). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696661,231,ETH7158,7158,16-Aug-21,2021,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Amhara Ethnic Militia (Ethiopia); Farmers (Ethiopia),1,TPLF: Tigray People's Liberation Front,,2,12,Eastern Africa,Ethiopia,Amhara,South Gondar,Lay Gayint,Gayint,11.85,38.3667,1,ESAT,International,"On 16 August 2021, the Ethiopian National Defense Force (ENDF), Amhara militias and Amahara farmers clashed with the Tigray Peoples Liberation Front (TPLF) forces in Gayint (South Gondar, Amhara). Unspecified fatalities reported in the clashes coded as 10.",10,1639585490,ETH
8696933,231,ETH7160,7160,16-Aug-21,2021,1,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,12,Eastern Africa,Ethiopia,Oromia,Kellem Wollega,Anfilo,Gobi,8.5676,34.6051,2,ESAT; Deutsche Welle,International,"On 16 August 2021, short clashes were reported between Oromia special forces and OLF-Shane militants along the road connecting Dembi Dolo and Gambela towns (coded to a midpoint ADM, Gobi, Kellem Wollega, Oromia). Fatalities unclear, some sources reported 37 members of OLF-Shane were killed.",37,1639585879,ETH
8696934,231,ETH7153,7153,16-Aug-21,2021,1,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,12,Eastern Africa,Ethiopia,Oromia,West Wellega,Begi,Begi,9.3457,34.5315,2,Deutsche Welle,International,"On 16 August 2021, short clashes were reported between Oromia special forces and OLF-Shane militants along the road connecting Begi and Mendi towns (coded to Begi town, West Wollega, Oromia). No fatalities and/or injuries reported.",0,1639585879,ETH
8696935,231,ETH7155,7155,16-Aug-21,2021,1,Battles,Armed clash,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,12,Eastern Africa,Ethiopia,Oromia,West Wellega,Lalo Asabi,Dongoro,9.35,35.7167,2,Deutsche Welle,International,"On 16 August 2021, short clashes were reported between Oromia special forces and OLF-Shane militants along the road connecting Gimbi and Nedjo towns (coded to a midpoint ADM, Dongoro, West Wellega, Oromia).",0,1639585879,ETH
8696936,231,ETH7156,7156,16-Aug-21,2021,2,Battles,Armed clash,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12,Eastern Africa,Ethiopia,Oromia,Horo Gudru Wellega,Abay Chomen,Fincha,9.5683,37.3668,2,ESAT,International,"Around 16 August 2021 (as reported), the Oromia regional special force clashed with the Oromo Liberation Front (OLF)-Shane in Horo Guduru. Fatalities unclear, reportedly 38 members of OLF-Shane were killed. The specific location of the clash is not mentioned, location coded to Fincha town, Horo Gudru Wellega, Oromia.",38,1639585879,ETH
9167279,231,ETH7169,7169,16-Aug-21,2021,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Qemant Committee Militia (Ethiopia),,4,14,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Welkait,14.0966,37.3266,1,ESAT,International,"On 16 August 2021, the Ethiopian National Defense Force (ENDF) clashed with Qemant Committee Militias in Welkait (Kafta Humera, Western Tigray, Tigray). No fatalities and/or injuries reported.",0,1651165012,ETH
8461332,231,ETH7150,7150,15-Aug-21,2021,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Eastern Africa,Ethiopia,SNNP,Burji,Burji Special,Segen,5.5808,37.7696,1,Ethiopia Insider,National,"On 15 August 2021, unidentified militants threw a grenade and shot at civilians, resulting in the death of three people and the injury of five others in Segen town of Konso zone (Burji, SNNP).",3,1630983496,ETH
